user,followers_count,following_count,account_creation_date,date,text,text_length,likes,quotes,retweets,comments,link
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 4:21 PM UTC",ମୟୂରଭଞ୍ଜ ଏବଂ ଓଡ଼ିଶା ସମେତ ସାରା ଦେଶରେ ଆମେ ବିଗତ ୧୦ ବର୍ଷ ଧରି ଆଦିବାସୀଙ୍କ କଲ୍ୟାଣ ପାଇଁ ସମ୍ପୂର୍ଣ୍ଣ ସମର୍ପିତ ଭାବନା ସହ କାମ କରୁଛୁ।,118,4674,14,1356,177,https://twitter.com/narendramodi/status/1795852975182680350#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 4:20 PM UTC","ଓଡ଼ିଶାରେ ଆମ ଗରିବ ଭାଇ-ଭଉଣୀଙ୍କ ଭରସାକୁ ଭାଙ୍ଗି ସେମାନଙ୍କୁ ଲୁଟିଥିବା ଲୋକମାନେ ଏବେ ଜେଲ୍ ଯିବା ଥୟ, ଏହା ମୋଦୀର ଗ୍ୟାରେଣ୍ଟି।",109,4335,12,1246,150,https://twitter.com/narendramodi/status/1795852805237850291#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 4:16 PM UTC","Here is an extensive interview with @Openthemag in which I express my thoughts on matters of policy, politics and people’s welfare.  https://openthemagazine.com/cover-stories/good-governance-is-a-peoples-right-says-narendra-modi/",229,10915,39,2936,448,https://twitter.com/narendramodi/status/1795851775875908041#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:15 PM UTC",बालासोर में उमड़े जनसागर का अद्भुत जोश बता रहा है कि देश में मजबूत मोदी सरकार के साथ-साथ ओडिशा में डबल इंजन सरकार का बनना भी तय है।,131,24829,48,4692,636,https://twitter.com/narendramodi/status/1795790971835130018#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:13 PM UTC",ओडिशा में भाजपा सरकार बनते ही BJD के राज में किसान भाई-बहनों से हुए सारे फर्जीवाड़ों का हिसाब किया जाएगा।,105,13022,45,3064,459,https://twitter.com/narendramodi/status/1795790687264182337#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:12 PM UTC","हम ओडिशा सहित देशभर के उन मछुआरा भाई-बहनों की समृद्धि के लिए निरंतर जुटे हुए हैं, जिनकी दशकों तक सुध नहीं ली गई।",112,6866,16,2099,253,https://twitter.com/narendramodi/status/1795790402101952726#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:11 PM UTC","10 साल पहले जो असंभव लगता था, हमने उसे संभव बनाया है और अब आने वाले पांच साल में देश विकास की नई रफ्तार देखेगा।",111,11895,98,3236,962,https://twitter.com/narendramodi/status/1795790169091535073#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:10 PM UTC",मयूरभंज में उमड़े परिवारजनों के अपार उत्साह से ओडिशा में बीजेपी की विजय की गूंज अभी से सुनाई देने लगी है।,105,19227,28,3720,295,https://twitter.com/narendramodi/status/1795789921879216159#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:08 PM UTC","ओडिशा में हमारे गरीब भाई-बहनों के भरोसे को तोड़कर उन्हें लूटने वालों का अब जेल जाना तय है, ये मोदी की गारंटी है।",112,8396,30,2354,285,https://twitter.com/narendramodi/status/1795789398530720059#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 12:07 PM UTC",मयूरभंज और ओडिशा सहित देशभर में बीते 10 वर्षों से हम आदिवासी कल्याण के लिए पूरे समर्पित भाव से जुटे हुए हैं।,108,7160,15,2014,220,https://twitter.com/narendramodi/status/1795789079730122913#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 11:18 AM UTC",My fourth rally today is in Odisha's Kendrapara. People here are voting for the BJP! https://twitter.com/i/broadcasts/1ypKdkgWNdjxW,131,15858,47,4200,527,https://twitter.com/narendramodi/status/1795776804604530974#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 10:09 AM UTC",মথুরাপুরে সভার কিছু ঝলক। গোটা পশ্চিমবঙ্গে বিজেপির হাওয়া স্পষ্ট।,64,17793,26,2813,326,https://twitter.com/narendramodi/status/1795759385626431750#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 10:08 AM UTC",ଗତ ବର୍ଷ ନବୀନ ବାବୁଙ୍କ ସ୍ୱାସ୍ଥ୍ୟାବସ୍ଥା ହଠାତ୍ ଖରାପ ହେବାକୁ ନେଇ ତାଙ୍କର ପ୍ରତ୍ୟେକ ଶୁଭେଚ୍ଛୁ ଚିନ୍ତିତ ଅଛନ୍ତି। ଏହା ପଛରେ କୌଣସି ଲବି ଅଛି କି?  ଓଡ଼ିଶାରେ ଆମ ସରକାର ଗଠନ ହେବା ପରେ ଏହି ଘଟଣାର ତଦନ୍ତ କରି ସମ୍ପୂର୍ଣ୍ଣ ସତ୍ୟ ସାମନାକୁ ଆଣିବା ପାଇଁ ଏକ ସ୍ୱତନ୍ତ୍ର କମିଟି ଗଠନ କରାଯିବ ।,245,4116,13,1331,148,https://twitter.com/narendramodi/status/1795759131137032442#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 10:07 AM UTC","৪ জুন ২০২৪, পশ্চিমবঙ্গের জন্য  পরিবর্তনের সন্ধিক্ষণ হতে চলেছে !",63,5561,17,1641,171,https://twitter.com/narendramodi/status/1795758903570939974#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 10:06 AM UTC",টিএমসি পশ্চিমবঙ্গকে অপছন্দ করে। এবং তাদের কাজকর্ম থেকেই এই অপছন্দ বোঝা যায়।,76,5194,15,1555,162,https://twitter.com/narendramodi/status/1795758681620943220#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 9:33 AM UTC",The energy in Balasore is exemplary! Addressing a massive rally here. Do watch.  https://x.com/i/broadcasts/1PlJQDPnqQyGE,121,9828,43,2890,356,https://twitter.com/narendramodi/status/1795750407593243047#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 8:51 AM UTC","Every well wisher of Naveen Babu is worried at the sudden deterioration of his health in the last year. Is there any lobby behind this?   After our Government is formed in Odisha, a special committee will be formed to investigate this issue and bring out the complete truth.",274,14773,88,4018,400,https://twitter.com/narendramodi/status/1795739850680701019#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 8:48 AM UTC",TMC dislikes West Bengal. And this dislike comes out in their actions.,70,20343,33,4895,292,https://twitter.com/narendramodi/status/1795739048377479679#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 8:48 AM UTC",4th June 2024 will be a turning point for West Bengal!,54,20962,50,4857,410,https://twitter.com/narendramodi/status/1795738865489043739#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 8:47 AM UTC","Glimpses from the rally in Mathurapur. All across West Bengal, it’s a clear BJP wave.",85,55699,81,7965,547,https://twitter.com/narendramodi/status/1795738647704338750#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 7:59 AM UTC",Addressing a huge rally in Mayurbhanj. Across Odisha there is anger against BJD's inefficient governance.  https://x.com/i/broadcasts/1mnGepabgWRKX,147,9069,32,2786,337,https://twitter.com/narendramodi/status/1795726737898389517#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 7:52 AM UTC",হ্যালো মথুরাপুর! এখানে আসতে পেরে ধন্য। অবিশ্বাস্য প্রাণশক্তি।,61,20787,23,3752,277,https://twitter.com/narendramodi/status/1795724780462563816#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 6:41 AM UTC","In this interview with @CNNnews18’s @_pallavighosh, I speak about the corruption, bullying and misgovernance of TMC. Have also highlighted what we will do for the people of West Bengal.",185,23937,45,5613,493,https://twitter.com/narendramodi/status/1795707019468701869#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 6:40 AM UTC","In the midst of the Kolkata roadshow, spoke to @BanglaRepublic on the political scenario in West Bengal and why BJP is headed for a big win here.",145,11051,19,2780,217,https://twitter.com/narendramodi/status/1795706680946393354#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 6:38 AM UTC",Hello Mathurapur! It’s great to be here. Amazing energy.,56,71422,147,10895,781,https://twitter.com/narendramodi/status/1795706379228868675#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 5:57 AM UTC",The support for the BJP across West Bengal is at an all time high. The affection of the people here is exceptional. Watch from Mathurapur.  https://x.com/i/broadcasts/1DXGyjRPYPgJM,180,12138,40,3557,460,https://twitter.com/narendramodi/status/1795695843292619160#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 5:07 AM UTC",पक्के घर जैसी हमारी योजनाओं से गरीबी से बाहर आने का संकल्प पैदा होता है।,72,18007,62,4342,665,https://twitter.com/narendramodi/status/1795683335684985068#m
Narendra Modi,98161447,2666,5:18 PM - 10 Jan 2009,"May 29, 2024 · 5:06 AM UTC",मेरे जीवन में पश्चिम बंगाल की बहुत बड़ी भूमिका है।,50,22072,116,5352,967,https://twitter.com/narendramodi/status/1795683079291351330#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 30, 2024 · 4:31 PM UTC",Why is making life multiplanetary important?,44,93632,1165,13496,9078,https://twitter.com/elonmusk/status/1796217867790110951#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 30, 2024 · 4:12 PM UTC","Prop C, while certainly well-intentioned, has actually amplified the homeless problem and forced businesses that operate on very slim margins, like payments companies, to leave the city or go bankrupt.   It must be repealed.",224,33646,219,7021,3080,https://twitter.com/elonmusk/status/1796213106005115361#m
Qatar Airways,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 1:34 PM UTC","Qatar Airways raises in-flight experience to new heights!  We are proud to be the largest global airline and the first in the MENA region to collaborate with @SpaceX @Starlink   This complimentary, ground-breaking service will enhance our passengers' onboard experience with boundless entertainment and information options.",323,16015,508,2685,1145,https://twitter.com/qatarairways/status/1795810940484510091#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 30, 2024 · 5:29 AM UTC",Embrace cringe,14,401722,2084,35425,10613,https://twitter.com/elonmusk/status/1796051160731676909#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 5:26 PM UTC",Thanks Chamath!,15,141087,1413,18651,8108,https://twitter.com/elonmusk/status/1795869252513087987#m
SpaceX,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 3:32 PM UTC","Starship and Super Heavy loaded with more than 10 million pounds of propellant in a rehearsal ahead of Flight 4. Launch is targeted as early as June 5, pending regulatory approval",179,27442,428,4326,1539,https://twitter.com/SpaceX/status/1795840604972429597#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 2:00 PM UTC",Starlink provides Internet connectivity in the air that is often better than being on the ground!,97,124225,731,16884,6273,https://twitter.com/elonmusk/status/1795817587118686230#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 1:30 PM UTC",No kidding,10,66363,320,14411,3559,https://twitter.com/elonmusk/status/1795809849638346883#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 12:44 PM UTC",Cool 😎,6,62384,257,6517,4669,https://twitter.com/elonmusk/status/1795798299909173339#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 29, 2024 · 12:19 PM UTC",Yeah,4,20947,99,4093,2468,https://twitter.com/elonmusk/status/1795792090841965022#m
SpaceX,185379944,609,8:12 PM - 2 Jun 2009,"May 28, 2024 · 2:33 PM UTC","Clear skies as Falcon 9’s first stage lands on the A Shortfall of Gravitas droneship, completing our 350th launch!",114,22258,275,3377,2833,https://twitter.com/SpaceX/status/1795463423066792387#m
Sawyer Merritt,185379944,609,8:12 PM - 2 Jun 2009,"May 28, 2024 · 1:58 PM UTC","NEWS: Tesla says you can win a tour of Tesla's Giga Texas factory with Elon Musk and Franz von Holzhausen if you vote your shares in the upcoming annual shareholder meeting.  ""Tour the Cybertruck and Model Y manufacturing lines with Elon Musk and other Tesla executives with a private group of stockholders on June 12th, the day before the Annual Stockholders’ Meeting. You will also have a  reserved seat at the Annual Stockholders’ Meeting on June 13th.""  Enter: https://www.tesla.com/tour-the-factory",503,7962,99,1487,1211,https://twitter.com/SawyerMerritt/status/1795454682170556519#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 28, 2024 · 3:07 PM UTC","Uploading your videos to 𝕏 massively increases viewership, as the algorithm is optimizing for total user-seconds",112,69122,6719,12514,8159,https://twitter.com/elonmusk/status/1795471904297382306#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 28, 2024 · 3:04 PM UTC",Please let us know if you have any questions about voting your Tesla shares!,76,39068,330,5337,4122,https://twitter.com/elonmusk/status/1795471329954537958#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 27, 2024 · 11:34 PM UTC",Interesting,11,78464,1766,10801,10937,https://twitter.com/elonmusk/status/1795237071562375641#m
Bojan Tunguz,185379944,609,8:12 PM - 2 Jun 2009,"May 27, 2024 · 1:59 PM UTC",Which one of these AI labs would you most like to work at?,58,5708,92,1177,1198,https://twitter.com/tunguz/status/1795092477386359146#m
DogeDesigner,185379944,609,8:12 PM - 2 Jun 2009,"May 27, 2024 · 8:18 PM UTC",BREAKING: Meta is using your Instagram and Facebook photos to train their AI.  Meta’s Chief Product Officer confirmed that they use publicly available photos on their platform for training purposes.,198,7933,285,2535,1718,https://twitter.com/cb_doge/status/1795187882552123483#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 27, 2024 · 6:40 AM UTC","Join xAI if you believe in our mission of understanding the universe, which requires maximally rigorous pursuit of the truth, without regard to popularity or political correctness",179,83187,12325,13343,8190,https://twitter.com/elonmusk/status/1794981927125987683#m
xAI,185379944,609,8:12 PM - 2 Jun 2009,"May 27, 2024 · 5:27 AM UTC",xAI is pleased to announce.. https://x.ai/blog/series-b,55,10780,385,2045,968,https://twitter.com/xai/status/1794963555508453419#m
NASA Ames,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 4:55 PM UTC","From 100,000 miles away 📸   This Apollo 10 image of Earth was taken 55 years ago in 1969.",89,24954,259,4057,2155,https://twitter.com/NASAAmes/status/1794049479164768478#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 26, 2024 · 5:43 AM UTC",,0,208528,2563,31746,7692,https://twitter.com/elonmusk/status/1794605275850371199#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 26, 2024 · 12:34 AM UTC",,0,167302,970,10267,543,https://twitter.com/elonmusk/status/1794527505635832001#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 7:08 PM UTC","Anything that potentially challenges the Standard Model is a very interesting experiment.   Wild that Germanium-76 takes 100 trillion times the age of the universe to decay, yet it is observable in a year in you have ~1 ton of it!  https://newscenter.lbl.gov/2012/05/16/majorana-demonstrator/",292,93853,631,9294,5363,https://twitter.com/elonmusk/status/1794445334745325768#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 4:59 PM UTC",“Tesla is far ahead in self-driving cars” – Jensen Huang,56,133026,1473,17607,6239,https://twitter.com/elonmusk/status/1794413021366022258#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 3:39 PM UTC",,0,269004,3187,44909,8663,https://twitter.com/elonmusk/status/1794392792644690028#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 5:27 AM UTC","The goal of citizenship for all illegals is very clearly stated by the leader of the Senate.  For some reason, a lot of people still think this is some crazy conspiracy theory!",176,279625,6579,71004,30161,https://twitter.com/elonmusk/status/1794238958030983405#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 1:51 AM UTC","Just a reminder that Earth is almost empty of humans, contrary to what many people think https://waitbutwhy.com/2015/03/7-3-billion-people-one-building.html",156,165091,3243,31546,27732,https://twitter.com/elonmusk/status/1794184373404840240#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 1:15 AM UTC",WhatsApp exports your user data every night.   Some people still think it is secure.,84,112398,1405,25117,6439,https://twitter.com/elonmusk/status/1794175493119644069#m
SpaceX,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 1:33 PM UTC","Starship is designed to fundamentally alter humanity’s access to space, ultimately enabling us to make life multiplanetary. The third flight test of Starship and Super Heavy was an important step on the road to rapidly reliable reusable rockets.  spacex.com/updates/#flight-3…",276,17433,180,2730,902,https://twitter.com/SpaceX/status/1793998848584794574#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 25, 2024 · 12:19 AM UTC",Great show!,11,275911,683,18513,6098,https://twitter.com/elonmusk/status/1794161292225421505#m
The Boring Company,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 11:32 PM UTC",2 million passengers!,21,6648,32,1029,373,https://twitter.com/boringcompany/status/1794149427097010288#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 11:26 PM UTC",Improvements to Communities,27,22535,122,4625,2110,https://twitter.com/elonmusk/status/1794147920998273387#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 11:12 PM UTC",It’s a real thing that you can try today,40,73970,580,8367,4052,https://twitter.com/elonmusk/status/1794144519514189928#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 11:06 PM UTC","The Boring Company connects another hotel in Vegas!  Within a few years, you will be able to get to all major destinations in the city super fast with electric cars in tunnels.   No need to imagine, you can try it today between Resorts World and the Convention Center!",268,115884,953,12225,5974,https://twitter.com/elonmusk/status/1794142909706711201#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 10:55 PM UTC",Tesla Megapack batteries are great for buffering energy at scale!,65,50876,258,6575,2710,https://twitter.com/elonmusk/status/1794140283095158907#m
DogeDesigner,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 10:27 PM UTC","𝕏 Creators,  The revenue you generate depends on the number of verified ad impressions you receive.  I recommend encouraging your audience to get verified.",155,5188,114,1150,777,https://twitter.com/cb_doge/status/1794133203470647785#m
DogeDesigner,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 4:10 PM UTC","Instagram - sad generation with happy pictures 𝕏 - real people, real thoughts in real-time",90,18388,343,2662,1342,https://twitter.com/cb_doge/status/1794038297880387752#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 5:02 PM UTC",Could be a good one https://x.com/i/events/1790499866331713536,62,88752,3318,10176,5711,https://twitter.com/elonmusk/status/1794051318862262444#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 3:09 PM UTC",OG Doge has ascended to heaven to be with his friend Harambe  (@Not_the_Bee),76,34967,209,2822,2269,https://twitter.com/elonmusk/status/1794022958996033811#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 3:06 PM UTC",,0,1235507,8909,106087,24054,https://twitter.com/elonmusk/status/1794022138757648810#m
Mario Nawfal,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 10:58 AM UTC","🇺🇸 ELON: STARLINK WILL COMPLETE THE GOAL OF A CONNECTED WORLD  ""SpaceX is very focused on the Starlink constellation for internet connectivity.  It's bringing internet connectivity to places which don't have it, or where it's very expensive.  It's a tremendous enabler of education and for enabling people to sell their goods and services internationally.  Even if you're a remote village, you can still sell your goods and services.""  Source: SpaceX",450,8113,89,1595,694,https://twitter.com/MarioNawfal/status/1793959646673158428#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 24, 2024 · 3:07 AM UTC",Flight 4 in about 10 days,25,140617,940,17065,8751,https://twitter.com/elonmusk/status/1793841342055166228#m
Sawyer Merritt,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 3:23 PM UTC","NEWS: Tesla says they received a record 5.9 million job applications in 2023, a 64% increase vs 2022.",101,9829,156,1451,642,https://twitter.com/SawyerMerritt/status/1793664172913557528#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 9:38 PM UTC",Rocket gymnastics,17,329294,2621,36583,15711,https://twitter.com/elonmusk/status/1793758447407956478#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 8:57 PM UTC",Yeah!,5,44471,189,6601,3949,https://twitter.com/elonmusk/status/1793748023312629820#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 4:47 PM UTC","A lot of social media is bad for kids, as there is extreme competition between social media AIs to maximize dopamine!",117,79371,810,17725,5078,https://twitter.com/elonmusk/status/1793685157364543814#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 3:36 PM UTC",Trust the collective wisdom of the people,41,93194,786,20892,6092,https://twitter.com/elonmusk/status/1793667283207995479#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 3:23 PM UTC",People will die if doctors misdiagnose patients,47,174462,2733,41928,16139,https://twitter.com/elonmusk/status/1793664067707834876#m
Megyn Kelly,185379944,609,8:12 PM - 2 Jun 2009,"May 22, 2024 · 1:16 AM UTC",".@BillMaher on Biden's Pandering, Woke Progressives Supporting Terrorists, and The Value of Disagreement  Plus, Stormy Daniels' changing story, the viral Ben Affleck vs. Sam Harris moment, and more. Watch today's FULL show, right here on X:",240,8547,121,1781,1149,https://twitter.com/megynkelly/status/1793088537086382417#m
Elon Musk,185379944,609,8:12 PM - 2 Jun 2009,"May 23, 2024 · 7:47 AM UTC",,0,68480,713,9952,3712,https://twitter.com/elonmusk/status/1793549358597886004#m
